id,group,label,links
"Frenette,Alexandre",HIDA,"Frenette,Alexandre",1
"Fromholz,Julia M",LAW,"Fromholz,Julia M",2
"Fromme,Petra",CLAS,"Fromme,Petra",4
"Fromme,Raimund",CLAS,"Fromme,Raimund",2
"Frow,Emma Khamis",IAFSE,"Frow,Emma Khamis",3
"Fu,Hongxia",ISTL,"Fu,Hongxia",1
"Fu,Qiushi",IAFSE,"Fu,Qiushi",2
"Gabbard,Ralph Barnhart",LIB,"Gabbard,Ralph Barnhart",2
"Gabriel,Travis Saint James",CLAS,"Gabriel,Travis Saint James",0
"Gaesser,Glenn Alan",CHS,"Gaesser,Glenn Alan",5
"Gaffar,Ashraf",IAFSE,"Gaffar,Ashraf",2
"Gallagher,Karen Louise",CHS,"Gallagher,Karen Louise",1
"Ganesh,Tirupalavanam Gopal",IAFSE,"Ganesh,Tirupalavanam Gopal",4
"Garcia-Pichel,Ferran",CLAS,"Garcia-Pichel,Ferran",3
"Garcia,Antonio Agustin",IAFSE,"Garcia,Antonio Agustin",2
"Garcia,Joseph Cr",PUBSRV,"Garcia,Joseph Cr",1
"Garlapow,Megan E.",CLAS,"Garlapow,Megan E.",0
"Garnero,Edward",CLAS,"Garnero,Edward",2
"Garvie,Laurence A J",CLAS,"Garvie,Laurence A J",2
"Gary,Kevin A",IAFSE,"Gary,Kevin A",1
"Gaughan,Monica M",CLAS,"Gaughan,Monica M",2
"Gaxiola,Roberto A",CLAS,"Gaxiola,Roberto A",2
"Gee,Elisabeth Ruth",MLFTC,"Gee,Elisabeth Ruth",2
"Gel,Aytekin",IAFSE,"Gel,Aytekin",1
"Gel,Esma Senturk",IAFSE,"Gel,Esma Senturk",2
"Gelb,Anne",CLAS,"Gelb,Anne",1
"Georgescu,Matei",CLAS,"Georgescu,Matei",2
"Gerber,Brian Joseph",PUBSRV,"Gerber,Brian Joseph",1
"Gerber,Leah R",CLAS,"Gerber,Leah R",2
"Ghanem,Carla",CLAS,"Ghanem,Carla",1
"Gharavi,Lance Eric",HIDA,"Gharavi,Lance Eric",1
"Ghazarian,Arbi",IAFSE,"Ghazarian,Arbi",2
"Ghirlanda,Giovanna",CLAS,"Ghirlanda,Giovanna",3
"Gibson,Edd",IAFSE,"Gibson,Edd",2
"Gile,Gillian Heather",CLAS,"Gile,Gillian Heather",1
"Gilger,Kristin G",WCJMC,"Gilger,Kristin G",2
"Gipson-Reichardt,Cassandra Dia",CLAS,"Gipson-Reichardt,Cassandra Dia",4
"Glaser,Donald Michael",CLAS,"Glaser,Donald Michael",0
"Glenberg,Arthur Mitchell",CLAS,"Glenberg,Arthur Mitchell",1
"Glick,Jennifer Elyse",CLAS,"Glick,Jennifer Elyse",1
"Glowacka,Halszka",CLAS,"Glowacka,Halszka",1
"Gober,Patricia",CLAS,"Gober,Patricia",2
"Godfrey,Diane Lee",MLFTC,"Godfrey,Diane Lee",1
"Goklany,Sheba",IAFSE,"Goklany,Sheba",1
"Goldinger,Stephen David",CLAS,"Goldinger,Stephen David",1
"Golkhou,Vahid",CLAS,"Golkhou,Vahid",0
"Gonzales-Macias,Laura",UCOLLEGE,"Gonzales-Macias,Laura",1
"Gonzales,Nancy A",CLAS,"Gonzales,Nancy A",3
"Gonzalez Velo,Yago",IAFSE,"Gonzalez Velo,Yago",1
"Gonzalez-Santin,Edwin",PUBSRV,"Gonzalez-Santin,Edwin",1
"Gonzalez,Graciela H",CHS,"Gonzalez,Graciela H",4
"Goodnick,Stephen Marshall",IAFSE,"Goodnick,Stephen Marshall",5
"Gordon,Gwyneth Williams",CLAS,"Gordon,Gwyneth Williams",1
"Gordon,Samuel Bender",CLAS,"Gordon,Samuel Bender",0
"Goryll,Michael",IAFSE,"Goryll,Michael",3
"Goss,Jeffrey",IAFSE,"Goss,Jeffrey",1
"Gould,Ian R",CLAS,"Gould,Ian R",2
"Gracia,Emilia Maria",EVPP,"Gracia,Emilia Maria",1
"Graffy,Elisabeth A",SFIS,"Graffy,Elisabeth A",3
"Graham,Stephen E",MLFTC,"Graham,Stephen E",4
"Grando,Maria Adela",CHS,"Grando,Maria Adela",4
"Granger,Douglas",CLAS,"Granger,Douglas",3
"Grau Torrent,David",IAFSE,"Grau Torrent,David",1
"Graudejus,Oliver",CLAS,"Graudejus,Oliver",1
"Graves,William",CLAS,"Graves,William",2
"Gray,Robert D",IAFSE,"Gray,Robert D",2
"Gray,Shelley Irene",CHS,"Gray,Shelley Irene",4
"Grebitus,Carola",WPC,"Grebitus,Carola",2
"Green,Alexander Arthur",CLAS,"Green,Alexander Arthur",3
"Green,Douglas Mitchell",CISA,"Green,Douglas Mitchell",1
"Green,Ellen",CHS,"Green,Ellen",2
"Green,Matthew D",IAFSE,"Green,Matthew D",3
"Green,Samuel",CLAS,"Green,Samuel",1
"Greenes,Carole E.",IAFSE,"Greenes,Carole E.",1
"Greenes,Robert",CHS,"Greenes,Robert",3
"Greger,Bradley",IAFSE,"Greger,Bradley",2
"Gregory-Mercado,Karen",CHS,"Gregory-Mercado,Karen",1
"Grider-Potter,Neysa Ann",CLAS,"Grider-Potter,Neysa Ann",0
"Griffin,Marie Louise",PUBSRV,"Griffin,Marie Louise",2
"Grimm,Kevin John",CLAS,"Grimm,Kevin John",9
"Grimm,Nancy B",CLAS,"Grimm,Nancy B",3
"Groppi,Christopher E",CLAS,"Groppi,Christopher E",3
"Grubesic,Anthony Hoyt",PUBSRV,"Grubesic,Anthony Hoyt",3
"Gual Soler,Maria Margarita",SFIS,"Gual Soler,Maria Margarita",1
"Guevarra Jr,Rudy Poscablo",CLAS,"Guevarra Jr,Rudy Poscablo",1
"Gumel,Abba B",CLAS,"Gumel,Abba B",2
"Guo,Jia",CLAS,"Guo,Jia",1
"Guo,Yuanming",IAFSE,"Guo,Yuanming",1
"Gupta,Sandeep Kumar S",IAFSE,"Gupta,Sandeep Kumar S",1
"Gurney,Kevin Robert",CLAS,"Gurney,Kevin Robert",4
"Gustavsson,Nora",PUBSRV,"Gustavsson,Nora",1
"Guston,David H",SFIS,"Guston,David H",1
"Gutkind,Lee",SFIS,"Gutkind,Lee",1
"Guzzetti,Barbara Jean",ARTS,"Guzzetti,Barbara Jean",1
"Hackett,Edward John",CLAS,"Hackett,Edward John",1
"Hackney Price,Jennifer Faye",ARTS,"Hackney Price,Jennifer Faye",1
"Hagen,Bjoern",CLAS,"Hagen,Bjoern",1
"Halavais,Alexander",ARTS,"Halavais,Alexander",1
"Halden,Rolf",IAFSE,"Halden,Rolf",3
"Hale,Anne Elizabeth",BDI,"Hale,Anne Elizabeth",4
"Hale,Michelle Lynn",CLAS,"Hale,Michelle Lynn",1
"Hall,Deborah L",ARTS,"Hall,Deborah L",1
"Hall,Sharon",CLAS,"Hall,Sharon",6
"Halverson,Susan Marie",OKED,"Halverson,Susan Marie",1
"Han,Seungyong",CLAS,"Han,Seungyong",2
"Hanemann,William Michael Micha",WPC,"Hanemann,William Michael Micha",4
"Hanish,Laura D",CLAS,"Hanish,Laura D",2
"Hannah,Mark A",CLAS,"Hannah,Mark A",2
"Hanrahan,Jeanne Elizabeth",UCOLLEGE,"Hanrahan,Jeanne Elizabeth",1
"Hansen,Debra Tumbula",BDI,"Hansen,Debra Tumbula",2
"Hardgrove,Craig J",CLAS,"Hardgrove,Craig J",1
"Harootunian,Gevork",CHS,"Harootunian,Gevork",1
"Harp,Hilary",HIDA,"Harp,Hilary",1
"Harrell,Susan Elizabeth",CONHI,"Harrell,Susan Elizabeth",2
"Harris,Karen R",MLFTC,"Harris,Karen R",2
"Harris,Lauren",MLFTC,"Harris,Lauren",1
"Harrison,Jon Fewell",CLAS,"Harrison,Jon Fewell",3
"Hart,William",PUBSRV,"Hart,William",2
"Hartnett,Hilairy",CLAS,"Hartnett,Hilairy",7
"Hartwell,Leland Harrison",MLFTC,"Hartwell,Leland Harrison",3
"Hartz,Donna Alberta",CLAS,"Hartz,Donna Alberta",1
"Hauer,Jessica L",CLAS,"Hauer,Jessica L",1
"Hawkey,Corey James",OBF,"Hawkey,Corey James",1
"Haydel,Shelley",CLAS,"Haydel,Shelley",2
"Hayes,Mark A",CLAS,"Hayes,Mark A",3
"Hayter,Christopher",PUBSRV,"Hayter,Christopher",2
"He,Jingrui",IAFSE,"He,Jingrui",3
"He,Ximin",IAFSE,"He,Ximin",2
"Hecht,Sidney Michael",CLAS,"Hecht,Sidney Michael",5
"Hedberg,Eric Christopher",CLAS,"Hedberg,Eric Christopher",3
"Hedberg,William C",CLAS,"Hedberg,William C",1
"Hedman,Kory W",IAFSE,"Hedman,Kory W",1
"Hegmon,Michelle",CLAS,"Hegmon,Michelle",1
"Heimsath,Arjun",CLAS,"Heimsath,Arjun",1
"Hekler,Eric Chambers",CHS,"Hekler,Eric Chambers",6
"Helm,Jim E",IAFSE,"Helm,Jim E",1
"Helms  Tillery,Augusta K",CHS,"Helms  Tillery,Augusta K",1
"Helms Tillery,Stephen I",IAFSE,"Helms Tillery,Stephen I",3
"Henderson,Joseph Bryan",MLFTC,"Henderson,Joseph Bryan",1
"Henderson,Mark Richard",IAFSE,"Henderson,Mark Richard",2
"Henry,Adam Keith",EVPP,"Henry,Adam Keith",1
"Hepburn,John Robert",PUBSRV,"Hepburn,John Robert",3
"Herasimenka,Stanislau",IAFSE,"Herasimenka,Stanislau",1
"Herbst,Chris M",PUBSRV,"Herbst,Chris M",1
"Herche,Wesley",GSECURITY,"Herche,Wesley",1
"Herckes,Pierre E H",CLAS,"Herckes,Pierre E H",3
"Hermanns,Carl Bruce",MLFTC,"Hermanns,Carl Bruce",1
"Herrmann,Lisa Kay",GIOS,"Herrmann,Lisa Kay",1
"Herrmann,Marcus",IAFSE,"Herrmann,Marcus",1
"Hervig,Richard Lokke",CLAS,"Hervig,Richard Lokke",3
"Hess,Aaron R",CISA,"Hess,Aaron R",2
"Hettel,Jacqueline Marie",SFIS,"Hettel,Jacqueline Marie",4
"Heydt,Gerald",IAFSE,"Heydt,Gerald",3
"Hildreth,Owen James",IAFSE,"Hildreth,Owen James",2
"Hill,Vanessa Nelson",CONHI,"Hill,Vanessa Nelson",1
"Hinde,Katherine J",CLAS,"Hinde,Katherine J",1
"Hiroi Dubay,Sheri Ryoko",CLAS,"Hiroi Dubay,Sheri Ryoko",1
"Hirt,Paul Wayne",CLAS,"Hirt,Paul Wayne",1
"Hjelmstad,Keith D",IAFSE,"Hjelmstad,Keith D",1
"Hodbod,Jennifer Elizabeth",GIOS,"Hodbod,Jennifer Elizabeth",2
"Hodge,James",LAW,"Hodge,James",1
"Hodges,Kip Vernon",CLAS,"Hodges,Kip Vernon",1
"Hogle,Lisa Gibson",IAFSE,"Hogle,Lisa Gibson",1
"Hogue,Brenda G",CLAS,"Hogue,Brenda G",3
"Holbert,Keith Edwin",IAFSE,"Holbert,Keith Edwin",3
"Holechek,Susan",BDI,"Holechek,Susan",1
"Holl,Mark R",BDI,"Holl,Mark R",2
"Holloway,Julianne L",IAFSE,"Holloway,Julianne L",2
"Holman,Zachary Charles",IAFSE,"Holman,Zachary Charles",2
"Hondula,David Michael",CLAS,"Hondula,David Michael",4
"Honeycutt,Claire",IAFSE,"Honeycutt,Claire",3
"Hong,Yi-Chun",MLFTC,"Hong,Yi-Chun",1
"Honsberg,Christiana B",IAFSE,"Honsberg,Christiana B",6
"Hood,Mary",HIDA,"Hood,Mary",1
"Hooker,Steven Paul",CHS,"Hooker,Steven Paul",2
"Horan,John Joseph",CISA,"Horan,John Joseph",1
"Housman,Genevieve Anne",CLAS,"Housman,Genevieve Anne",0
"Houston,Sandra L",IAFSE,"Houston,Sandra L",1
"Hoy,Meredith Anne",HIDA,"Hoy,Meredith Anne",1
"Hristovski,Kiril D",IAFSE,"Hristovski,Kiril D",6
"Hruschka,Daniel Jacob",CLAS,"Hruschka,Daniel Jacob",1
"Hsiao,Ihan",IAFSE,"Hsiao,Ihan",3
"Hsu,Keng Hao",IAFSE,"Hsu,Keng Hao",3
"Hsueh,Lily Yueh-Wen",PUBSRV,"Hsueh,Lily Yueh-Wen",3
"Huang,Dijiang",IAFSE,"Huang,Dijiang",2
"Huang,Huei-Ping",IAFSE,"Huang,Huei-Ping",1
"Huberty,Jennifer Lynne",CHS,"Huberty,Jennifer Lynne",4
"Hughes,Erika Elizabeth",HIDA,"Hughes,Erika Elizabeth",1
"Hughner,Renee Shaw",WPC,"Hughner,Renee Shaw",1
"Hunsaker,Beau Thomas",THUNDERBIRD,"Hunsaker,Beau Thomas",1
"Hunt,Brett Thomas",PUBSRV,"Hunt,Brett Thomas",1
"Hunting,Daniel W",PUBSRV,"Hunting,Daniel W",1
"Hurlbut,James Benjamin",CLAS,"Hurlbut,James Benjamin",3
"Husman,Jenefer",CLAS,"Husman,Jenefer",3
"Iffert,Audrey Suzanne",OKED,"Iffert,Audrey Suzanne",1
"Iida,Masumi",CLAS,"Iida,Masumi",1
"Infurna,Frank",CLAS,"Infurna,Frank",1
"Ingalls,Todd Matthew",HIDA,"Ingalls,Todd Matthew",3
"Ingram,Kelly Dawn",CHS,"Ingram,Kelly Dawn",1
"Irish,Bradley James",CLAS,"Irish,Bradley James",1
"Iwaniec,David M",GIOS,"Iwaniec,David M",1
"Jackiewicz,Zdzislaw",CLAS,"Jackiewicz,Zdzislaw",1
"Jackson,Kelly F",PUBSRV,"Jackson,Kelly F",1
"Jacobs,Bertram Lewis",CLAS,"Jacobs,Bertram Lewis",3
"Jacobs,Daniel C.",CLAS,"Jacobs,Daniel C.",1
"Jacobs,Mark",CLAS,"Jacobs,Mark",1
"Jacobson,Diana L",CONHI,"Jacobson,Diana L",1
"Jager,Justin",CLAS,"Jager,Justin",1
"Jang,Jaewon",IAFSE,"Jang,Jaewon",2
"Jansen,Rolf A",CLAS,"Jansen,Rolf A",1
"Janssen,Marcus Alexander",GIOS,"Janssen,Marcus Alexander",4
"Javidan,Mansour",THUNDERBIRD,"Javidan,Mansour",1
"Jaynes,Andrew Craig",LAW,"Jaynes,Andrew Craig",1
"Jenkins,Lekelia Danielle",SFIS,"Jenkins,Lekelia Danielle",2
"Jewell,Shannon Linda",CLAS,"Jewell,Shannon Linda",0
"Jiang,Hanqing",IAFSE,"Jiang,Hanqing",5
"Jiao,Yang",IAFSE,"Jiao,Yang",6
"Jimenez-Silva,Margarita",MLFTC,"Jimenez-Silva,Margarita",3
"Johnson,Alexander",CLAS,"Johnson,Alexander",2
"Johnson,Crista Elcira",PUBSRV,"Johnson,Crista Elcira",1
"Johnson,Garth Wayne",HIDA,"Johnson,Garth Wayne",1
"Johnson,James Chadwick",ARTS,"Johnson,James Chadwick",2
"Johnson,Nathan Gregory",IAFSE,"Johnson,Nathan Gregory",6
"Johnson,Roger H",BDI,"Johnson,Roger H",1
"Johnson,Ryan Miles",GIOS,"Johnson,Ryan Miles",1
"Johnson,Shane Richard",IAFSE,"Johnson,Shane Richard",2
"Johnson,William G",CHS,"Johnson,William G",2
"Johnston,Carol S",CHS,"Johnston,Carol S",7
"Johnston,Erik W",PUBSRV,"Johnston,Erik W",1
"Johnston,Stephen Albert",CLAS,"Johnston,Stephen Albert",3
"Jones,John W",CLAS,"Jones,John W",1
"Jordan,Michelle E",MLFTC,"Jordan,Michelle E",2
"Jordan,Shawn Senneff",IAFSE,"Jordan,Shawn Senneff",3
"Joshi,Bhavin Ashok",CLAS,"Joshi,Bhavin Ashok",0
"Ju,Feng",IAFSE,"Ju,Feng",3
"Juarez Rivera,Marisol",CLAS,"Juarez Rivera,Marisol",0
"Judson,Eugene E",MLFTC,"Judson,Eugene E",1
"Jurutka,Peter W",ARTS,"Jurutka,Peter W",2
"Kaloush,Kamil Elias",IAFSE,"Kaloush,Kamil Elias",5
"Kambhampati,Subbarao",IAFSE,"Kambhampati,Subbarao",3
"Kandala,Srinivasa Srivatsav",OKED,"Kandala,Srinivasa Srivatsav",2
"Kang,Dae Wook",BDI,"Kang,Dae Wook",1
"Kang,Yun",CISA,"Kang,Yun",2
"Kanthaswamy,Sreetharan K",ARTS,"Kanthaswamy,Sreetharan K",1
"Kao,Ming-Hung",CLAS,"Kao,Ming-Hung",3
"Kaplan,Bruce",CHS,"Kaplan,Bruce",1
"Kaplan,Robert G",HIDA,"Kaplan,Robert G",1
"Kapstein,Ethan B",PUBSRV,"Kapstein,Ethan B",1
"Karady,George G",IAFSE,"Karady,George G",2
"Karam,Lina",IAFSE,"Karam,Lina",1
"Kashiwagi,Dean Takeo",IAFSE,"Kashiwagi,Dean Takeo",2
"Katchman,Benjamin A",BDI,"Katchman,Benjamin A",1
"Katsanos,Christos",CLAS,"Katsanos,Christos",2
"Katz,Charles",PUBSRV,"Katz,Charles",3
"Kaufman,David",CHS,"Kaufman,David",3
"Kavazanjian,Edward",IAFSE,"Kavazanjian,Edward",2
"Kawski,Matthias",CLAS,"Kawski,Matthias",1
"Kellam,Nadia Nicole",IAFSE,"Kellam,Nadia Nicole",1
"Keller,Colleen Sue",CONHI,"Keller,Colleen Sue",4
"Keller,Gary D",CLAS,"Keller,Gary D",1
"Kelley,Douglas L",ARTS,"Kelley,Douglas L",1
"Kelley,Michael Francis",MLFTC,"Kelley,Michael Francis",1
"Kelly,Lesly",CONHI,"Kelly,Lesly",1
"Kempany,Katherine Amara",PUBSRV,"Kempany,Katherine Amara",0
"Kenrick,Douglas T",CLAS,"Kenrick,Douglas T",2
"Khdour,Omar Mohammad",BDI,"Khdour,Omar Mohammad",2
"Khoshmanesh,Mostafa",CLAS,"Khoshmanesh,Mostafa",0
"Kiaei,Sayfe",IAFSE,"Kiaei,Sayfe",1
"Kiani,Samira",IAFSE,"Kiani,Samira",1
"Kibler,Karen",BDI,"Kibler,Karen",1
"Kiehl,Richard Arthur",IAFSE,"Kiehl,Richard Arthur",2
"Kim,Gunwoo",HIDA,"Kim,Gunwoo",1
"Kim,Wonsun",CONHI,"Kim,Wonsun",2
"Kimbel,William Howard",CLAS,"Kimbel,William Howard",3
"King,Richard Roland",IAFSE,"King,Richard Roland",4
"Kintigh,Keith William",CLAS,"Kintigh,Keith William",2
"Kinzig,Ann",CLAS,"Kinzig,Ann",1
"Kirian,Richard Adam",CLAS,"Kirian,Richard Adam",2
"Kirsch,Robert Emmanuel",CISA,"Kirsch,Robert Emmanuel",1
"Kitch,Sally L",CLAS,"Kitch,Sally L",1
"Kitchen,Jennifer Nisha",IAFSE,"Kitchen,Jennifer Nisha",2
"Klassen,Sarah Elizabeth",CLAS,"Klassen,Sarah Elizabeth",0
"Kleim,Jeffrey Allan",IAFSE,"Kleim,Jeffrey Allan",5
"Klimek,Barbara G",PUBSRV,"Klimek,Barbara G",1
"Knox,Gordon Mason",HIDA,"Knox,Gordon Mason",1
"Knudson,Kelly",CLAS,"Knudson,Kelly",2
"Ko,Ara",CLAS,"Ko,Ara",0
"Ko,Byeongkwan",CLAS,"Ko,Byeongkwan",0
"Kobojek,Kimberly Sue",ARTS,"Kobojek,Kimberly Sue",1
"Kodibagkar,Vikram D",IAFSE,"Kodibagkar,Vikram D",5
"Koenigsknecht,Julius U",MLFTC,"Koenigsknecht,Julius U",1
"Koerner,Mari",MLFTC,"Koerner,Mari",1
"Komnenich,Pauline",CONHI,"Komnenich,Pauline",1
"Kong,Wei",BDI,"Kong,Wei",2
"Koppell,Jonathan",PUBSRV,"Koppell,Jonathan",2
"Koptiuch,Kristin",ARTS,"Koptiuch,Kristin",1
"Kornienko,Olga",CLAS,"Kornienko,Olga",1
"Koro-Ljungberg,Mirka",MLFTC,"Koro-Ljungberg,Mirka",1
"Kosiorek,Alexander S.",WCJMC,"Kosiorek,Alexander S.",1
"Kostelich,Eric John",CLAS,"Kostelich,Eric John",1
"Kotschwar,Brett",CLAS,"Kotschwar,Brett",1
"Kouvetakis,John",CLAS,"Kouvetakis,John",2
"Kozicki,Michael N",IAFSE,"Kozicki,Michael N",3
"Krajmalnik-Brown,Rosa",IAFSE,"Krajmalnik-Brown,Rosa",7
"Kreiser,Kellie Jean",THUNDERBIRD,"Kreiser,Kellie Jean",2
"Krishnamurthi,Narayanan",CONHI,"Krishnamurthi,Narayanan",1
"Krysik,Judy Lynn",PUBSRV,"Krysik,Judy Lynn",2
"Kuang,Yang",CLAS,"Kuang,Yang",2
"Kuby,Michael",CLAS,"Kuby,Michael",3
"Kuitche,Joseph Mathurin",IAFSE,"Kuitche,Joseph Mathurin",2
"Kulinna,Pamela Hodges",MLFTC,"Kulinna,Pamela Hodges",1
"Kulis,Stephen Stanley",CLAS,"Kulis,Stephen Stanley",1
"Kumar,Avishek Raman",CLAS,"Kumar,Avishek Raman",0
"Kurz,Alexander",CLAS,"Kurz,Alexander",2
"Kusumi,Kenro",CLAS,"Kusumi,Kenro",3
"Kuznetsov,Anastasia Stacey",HIDA,"Kuznetsov,Anastasia Stacey",2
"Kwan,Sau Y",CLAS,"Kwan,Sau Y",2
"Kwon,Kyounghee Hazel",ARTS,"Kwon,Kyounghee Hazel",1
"Labaer,Joshua",CLAS,"Labaer,Joshua",9
"Labelle,Jeffrey T",IAFSE,"Labelle,Jeffrey T",4
"Lackner,Klaus S.",IAFSE,"Lackner,Klaus S.",3
"Lacross,Amy Beth",CHS,"Lacross,Amy Beth",2
"Ladd,Becky Kochenderfer",CLAS,"Ladd,Becky Kochenderfer",1
"Ladd,Gary W",CLAS,"Ladd,Gary W",1
"Lafford,Barbara A",CISA,"Lafford,Barbara A",1
"Lai,Yen-Jung",BDI,"Lai,Yen-Jung",1
"Lai,Ying-Cheng",IAFSE,"Lai,Ying-Cheng",4
"Lake,Douglas Fletcher",CLAS,"Lake,Douglas Fletcher",2
"Lamb,Gerri",CONHI,"Lamb,Gerri",4
"Lambson,Dawn Anita",CLAS,"Lambson,Dawn Anita",1
"Lammers,Peter",IAFSE,"Lammers,Peter",4
"Lampert,Adam",CLAS,"Lampert,Adam",1
"Lancaster,Hope Sparks",CHS,"Lancaster,Hope Sparks",0
"Lancaster,Shanyn Colleen",EOSS,"Lancaster,Shanyn Colleen",1
"Lanchier,Nicolas",CLAS,"Lanchier,Nicolas",2
"Lande,Micah",IAFSE,"Lande,Micah",3
"Lang,Jessica",CHS,"Lang,Jessica",0
"Langbeheim,Elon E",MLFTC,"Langbeheim,Elon E",1
"Langergraber,Kevin E",CLAS,"Langergraber,Kevin E",1
"Langland,Jeffrey Olaf",BDI,"Langland,Jeffrey Olaf",1
"Larkey,Linda Kathryn",CONHI,"Larkey,Linda Kathryn",5
"Larkin,Kyle A",HIDA,"Larkin,Kyle A",1
"Larsen,Dale L",PUBSRV,"Larsen,Dale L",1
"Larsen,Wiley",OKED,"Larsen,Wiley",2
"Larson,Kelli Leigh",CLAS,"Larson,Kelli Leigh",4
"Larson,Rhett",LAW,"Larson,Rhett",2
"Laubichler,Manfred Dietrich",CLAS,"Laubichler,Manfred Dietrich",1
"Lawrence,Samuel J",CLAS,"Lawrence,Samuel J",3
"Lebihan,Catherine C",EVPP,"Lebihan,Catherine C",1
"Lecroy,Craig Winston",PUBSRV,"Lecroy,Craig Winston",1
"Lederman,Linda Costigan",CLAS,"Lederman,Linda Costigan",1
"Lee,Allen",EVPP,"Lee,Allen",2
"Lee,Chong Do",CHS,"Lee,Chong Do",4
"Lee,Hyunglae",IAFSE,"Lee,Hyunglae",2
"Lee,Joohyung",IAFSE,"Lee,Joohyung",2
"Lee,Rebecca Elizabeth",CONHI,"Lee,Rebecca Elizabeth",3
"Lee,Sara Astrid",CLAS,"Lee,Sara Astrid",1
"Lee,Taewoo",IAFSE,"Lee,Taewoo",1
"Lee,Woojin",PUBSRV,"Lee,Woojin",1
"Lee,Yann-Hang",IAFSE,"Lee,Yann-Hang",2
"Lei,Qin",IAFSE,"Lei,Qin",1
"Leinenweber,Kurt D",CLAS,"Leinenweber,Kurt D",4
"Leland,Jeffrey Richard",CLAS,"Leland,Jeffrey Richard",2
"Lemery,Kathryn Sue",CLAS,"Lemery,Kathryn Sue",4
"Lenfesty,Hillary Louise",CLAS,"Lenfesty,Hillary Louise",1
"Lennon,Tara M",CLAS,"Lennon,Tara M",1
"Leong,James Andrew Monton",CLAS,"Leong,James Andrew Monton",1
"Leong,Karen",CLAS,"Leong,Karen",1
"Lepine,Jeffery A.",WPC,"Lepine,Jeffery A.",1
"Lerman,Elizabeth A",HIDA,"Lerman,Elizabeth A",4
"Lerman,Richard",ARTS,"Lerman,Richard",1
"Lessios-Damerow,Julia L",EVPP,"Lessios-Damerow,Julia L",1
"Lester,Neal Andre",CLAS,"Lester,Neal Andre",1
"Levine,James Andrew",CHS,"Levine,James Andrew",1
"Levitus,Marcia",CLAS,"Levitus,Marcia",1
"Levy,Roy",CLAS,"Levy,Roy",1
"Li,Baoxin",IAFSE,"Li,Baoxin",6
"Li,Jialun",CLAS,"Li,Jialun",2
"Li,Jian",IAFSE,"Li,Jian",2
"Li,Jing",IAFSE,"Li,Jing",2
"Li,Wei",CLAS,"Li,Wei",1
"Li,Wenwen",CLAS,"Li,Wenwen",2
"Li,Xiaoxiao",CLAS,"Li,Xiaoxiao",1
"Liang,Jianming",CHS,"Liang,Jianming",3
"Liao,Jianling",CLAS,"Liao,Jianling",1
"Lietz,Cynthia A",PUBSRV,"Lietz,Cynthia A",1
"Lim,Julian",CLAS,"Lim,Julian",1
"Lin,Jerry Y S",IAFSE,"Lin,Jerry Y S",4
"Lin,Su",CLAS,"Lin,Su",1
"Lind,Mary Laura",IAFSE,"Lind,Mary Laura",3
"Linde,Jennifer Andrea",CLAS,"Linde,Jennifer Andrea",1
"Lindor,Keith Douglas",EVPP,"Lindor,Keith Douglas",3
"Lindsay,Stuart",CLAS,"Lindsay,Stuart",3
"Lindstrom Johnson,Sarah Renee",CLAS,"Lindstrom Johnson,Sarah Renee",2
"Line,Michael Robert",CLAS,"Line,Michael Robert",2
"Lineberry,Heather Sealy",HIDA,"Lineberry,Heather Sealy",2
"Liou,Daniel Dinn-You",MLFTC,"Liou,Daniel Dinn-You",1
"Lippincott,Dianna G",EVPP,"Lippincott,Dianna G",3
"Liss,Julie M",CHS,"Liss,Julie M",4
"Liu,Huan",IAFSE,"Liu,Huan",7
"Liu,Jingyue",CLAS,"Liu,Jingyue",3
"Liu,Li",CHS,"Liu,Li",2
"Liu,Wei",CLAS,"Liu,Wei",4
"Liu,Yan",CLAS,"Liu,Yan",3
"Liu,Yongming",IAFSE,"Liu,Yongming",6
"Lobo,Jose A",GIOS,"Lobo,Jose A",3
"Lockard,Joe",CLAS,"Lockard,Joe",1
"Lockhart,Thurmon Eddy",IAFSE,"Lockhart,Thurmon Eddy",2
"Lodato,Mark",WCJMC,"Lodato,Mark",1
"London,Jeremi Shavonda",IAFSE,"London,Jeremi Shavonda",3
"Loonstra,Jacqueline",MLFTC,"Loonstra,Jacqueline",1
"Lopez,Juan Manuel",CLAS,"Lopez,Juan Manuel",2
"Lopez,Vera A",CLAS,"Lopez,Vera A",1
"Lou,Yingyan",IAFSE,"Lou,Yingyan",5
"Loyd,Kerrie Anne",ARTS,"Loyd,Kerrie Anne",1
"Lucio,Joanna Domenica",PUBSRV,"Lucio,Joanna Domenica",1
"Lue,Lih-Fen",BDI,"Lue,Lih-Fen",2
"Luecken,Linda J",CLAS,"Luecken,Linda J",2
"Lunardini,Cecilia",CLAS,"Lunardini,Cecilia",1
"Luo,Xin",CHS,"Luo,Xin",1
"Luthar,Suniya",CLAS,"Luthar,Suniya",1
"Lyles,Annmarie Abu-Judom",CONHI,"Lyles,Annmarie Abu-Judom",2
"Lynch,Heidi Marie",CHS,"Lynch,Heidi Marie",0
"Lynk,Myles V",LAW,"Lynk,Myles V",1
"Lyons,James Richard",CLAS,"Lyons,James Richard",1
"Ma,Duo",CLAS,"Ma,Duo",0
"Macfadyen,Joshua",CLAS,"Macfadyen,Joshua",2
